"","Keyword","Article.title","Authors","Journal.title","Volume","Issue","Pages","Volume.year","DOI","Published.online.date","URL","Keword"
"3389","Sclerotinia sclerotiorum","Principle and application of plant mutagenesis in crop improvement: a review","Norhani Abdullah, Ghazali Hussin, Gous Miah, Yusuff Oladosu, Mohd Y Rafii, Harun A Rahim, Asfaliza Ramli, Magaji Usman","Biotechnology & Biotechnological Equipment","30","1","p1 - p16",2016,"10.1080/13102818.2015.1087333","14-Dec-15","https://doi.org/10.1080/13102818.2015.1087333",NA
"3390","Sclerotinia sclerotiorum","Natural compounds and extracts as novel antimicrobial agents","Paolo Guglielmi, Virginia Pontecorvi, Giulia Rotondi","Expert Opinion on Therapeutic Patents","30","12","p949 - p962",2020,"10.1080/13543776.2020.1853101","13-Dec-20","https://doi.org/10.1080/13543776.2020.1853101",NA
"3391","Sclerotinia sclerotiorum","Effect of turfgrass mowing height on biocontrol of dandelion with Sclerotinia minor","Mohammed H Abu-Dieyeh, Alan K Watson","Biocontrol Science and Technology","16","5","p509 - p524",2006,"10.1080/09583150500532725","18-Jan-07","https://doi.org/10.1080/09583150500532725",NA
"3392","Sclerotinia sclerotiorum","Oxalic Acid Production and Mycelial Biomass Yield of Sclerotinia minor for the Formulation Enhancement of a Granular Turf Bioherbicide","Stephan C Briere, Steve G Hallett, Alan K Watson","Biocontrol Science and Technology","10","3","p281 - p289",2000,"10.1080/09583150050044556","28-Jun-10","https://doi.org/10.1080/09583150050044556",NA
"3393","Sclerotinia sclerotiorum","Streptomyces multispiralis nov. sp. and a New Antibiotic, Neohumidin","Takashi Iwasa, Akira Miyake, Kōmei Mizuno, Motoo Shibata, Hiroichi Yamamoto","Agricultural and Biological Chemistry","29","4","p360 - p368",1965,"10.1080/00021369.1965.10858398","9-Sep-14","https://doi.org/10.1080/00021369.1965.10858398",NA
"3394","Sclerotinia sclerotiorum","Identification and analysis of genes expressed in the Ustilago maydis dikaryon: uncovering a novel class of pathogenesis genes","Michael E Donaldson, Erin N Morrison, Barry J Saville","Canadian Journal of Plant Pathology","34","3","p417 - p435",2012,"10.1080/07060661.2012.697077","1-Aug-12","https://doi.org/10.1080/07060661.2012.697077",NA
"3395","Sclerotinia sclerotiorum","Production of Apothecia of Sclerotinia minor","B T Hawthorne","New Zealand Journal of Agricultural Research","16","4","p559 - p560",1973,"10.1080/00288233.1973.10421104","28-Nov-12","https://doi.org/10.1080/00288233.1973.10421104",NA
"3396","Sclerotinia sclerotiorum","Consumption of β-glucans to spice up T cell treatment of tumors: a review","Reno Debets, Coen Govers, Harry J Wichers, Priscilla de Graaff","Expert Opinion on Biological Therapy","18","10","p1023 - p1040",2018,"10.1080/14712598.2018.1523392","26-Sep-18","https://doi.org/10.1080/14712598.2018.1523392",NA
"3397","Sclerotinia sclerotiorum","Annual Meeting, 2013/Réunion annuelle, 2013 The Canadian Phytopathological Society","","Canadian Journal of Plant Pathology","36","2","p252 - p279",2014,"10.1080/07060661.2014.921425","28-May-14","https://doi.org/10.1080/07060661.2014.921425",NA
"3398","Sclerotinia sclerotiorum","Fueling the future with fungal genomics","Scott E Baker, Daniel Cullen, Stephen B Goodwin, Igor V Grigoriev, David Hibbett, Thomas W Jeffries, Christian P Kubicek, Cheryl Kuske, Jon K Magnuson, Francis Martin, Joseph W Spatafora, Adrian Tsang","Mycology","2","3","p192 - p209",2011,"10.1080/21501203.2011.584577","3-Oct-11","https://doi.org/10.1080/21501203.2011.584577",NA
"3399","Sclerotinia sclerotiorum","Updates on synthesis and biological activities of 1,3,4-oxadiazole: A review","Mohamed Jawed Ahsan, G S Chakraborthy, A Mazumder, R Mazumder, Mujeeb Ur Rahman, Salahuddin, M Shahar Yar","Synthetic Communications","47","20","p1805 - p1847",2017,"10.1080/00397911.2017.1360911","29-Sep-17","https://doi.org/10.1080/00397911.2017.1360911",NA
"3400","Sclerotinia sclerotiorum","Carcinogens and mutagens present as natural components of food or induced by cooking","Michael J Privai","Nutrition and Cancer","6","4","p236 - p253",1985,"10.1080/01635588509513830","4-Aug-09","https://doi.org/10.1080/01635588509513830",NA
"3401","Sclerotinia sclerotiorum","Plant growth promotion by phosphate solubilizing fungi - current perspective","Munees Ahemad, Mohammad Saghir Khan, Mohammad Oves, Pervaze Ahmad Wani, Almas Zaidi","Archives of Agronomy and Soil Science","56","1","p73 - p98",2010,"10.1080/03650340902806469","25-Nov-09","https://doi.org/10.1080/03650340902806469",NA
"3402","Sclerotinia sclerotiorum","Endophytic actinobacteria: Diversity, secondary metabolism and mechanisms to unsilence biosynthetic gene clusters","Muthuswamy Anandaraj, Raghavan Dinesh, Hamza Srambikkal, Veeraraghavan Srinivasan, Sheeja T. E.","Critical Reviews in Microbiology","43","5","p546 - p566",2017,"10.1080/1040841x.2016.1270895","30-Mar-17","https://doi.org/10.1080/1040841x.2016.1270895",NA
"3403","Sclerotinia sclerotiorum","A long-term vegetable crop rotation study to determine effects on soil microbial communities and soilborne diseases of potato and onion","Richard E Falloon, Duncan Hedderley, Peter J Wright","New Zealand Journal of Crop and Horticultural Science","45","1","p29 - p54",2017,"10.1080/01140671.2016.1229345","16-Sep-16","https://doi.org/10.1080/01140671.2016.1229345",NA
"3404","Sclerotinia sclerotiorum","Red clover (Trifolium pratense) in conservation agriculture: a compelling case for increased adoption","Nicola Cannon, John Conway, William Paul Davies, John Dooley, Patrick McKenna","International Journal of Agricultural Sustainability","16","5-Apr","p342 - p366",2018,"10.1080/14735903.2018.1498442","14-Jul-18","https://doi.org/10.1080/14735903.2018.1498442",NA
"3405","Sclerotinia sclerotiorum","Index to Volume LXXIII","","Mycologia","73","6","p1217 - p1242",1981,"10.1080/00275514.1981.12021462","12-Sep-18","https://doi.org/10.1080/00275514.1981.12021462",NA
"3406","Sclerotinia sclerotiorum","Morphological and molecular perspectives on systematics of the Hypocreales","Amy Y Rossman","Mycologia","88","1","p1 - p19",1996,"10.1080/00275514.1996.12026620","28-Aug-18","https://doi.org/10.1080/00275514.1996.12026620",NA
"3407","Sclerotinia sclerotiorum","Utilization of microRNAs and their regulatory functions for improving biotic stress tolerance in tea plant [Camellia sinensis (L.) O. Kuntze]","Tamilselvi Elango, Guiyi Guo, Anburaj Jeyaraj, Xinghui Li","RNA Biology","17","10","p1365 - p1382",2020,"10.1080/15476286.2020.1774987","16-Jun-20","https://doi.org/10.1080/15476286.2020.1774987",NA
"3408","Sclerotinia sclerotiorum","Development of chitosan-pullulan composite nanoparticles for nasal delivery of vaccines: optimisation and cellular studies","H Oya Alpar, Steve Brocchini, Erdal Cevher, Xiong Wei Li, Apostolos Makrakis, Stefan K Salomon","Journal of Microencapsulation","32","8","p755 - p768",2015,"10.3109/02652048.2015.1073392","31-Aug-15","https://doi.org/10.3109/02652048.2015.1073392",NA
"3409","Sclerotinia sclerotiorum","Interaction among Arachis hypogaea L. (peanut) and beneficial soil microorganisms: how much is it known?","J Angelini, E Bianucci, S Castro, M Dardanelli, A Fabra, F Ibañez, T Taurian, M Tonelli, L Valetti","Critical Reviews in Microbiology","36","3","p179 - p194",2010,"10.3109/10408410903584863","16-Jul-10","https://doi.org/10.3109/10408410903584863",NA
"3410","Sclerotinia sclerotiorum","Joint meeting of the Canadian Phytopathological Society and the Quebec Society for the Protection of Plants, 2018 / Réunion conjointe la Société Canadienne de Phytopathologie et de la Société de Protection des Plantes du Quebec, 2018","","Canadian Journal of Plant Pathology","41","1","p138 - p167",2019,"10.1080/07060661.2019.1519163","29-Oct-18","https://doi.org/10.1080/07060661.2019.1519163",NA
"3411","Sclerotinia sclerotiorum","Index to Volume LXXII","","Mycologia","72","6","p1247 - p1275",1980,"10.1080/00275514.1980.12021316","12-Sep-18","https://doi.org/10.1080/00275514.1980.12021316",NA
"3412","Sclerotinia sclerotiorum","Some Factors Influencing Lipid Storage in Sclerotia of Sclerotinia Minor","Douglas Grenville, Linda M Kohn","Mycologia","79","6","p907 - p909",1987,"10.1080/00275514.1987.12025483","12-Sep-18","https://doi.org/10.1080/00275514.1987.12025483",NA
"3413","Sclerotinia sclerotiorum","Compost and compost tea: Principles and prospects as substrates and soil-borne disease management strategies in soil-less vegetable production","R AI Brathwaite, C CG St. Martin","Biological Agriculture & Horticulture","28","1","p1 - p33",2012,"10.1080/01448765.2012.671516","29-Mar-12","https://doi.org/10.1080/01448765.2012.671516",NA
"3414","Sclerotinia sclerotiorum","Volatile fungal metabolites and their relation to the spoilage of agricultural commodities","Henryk Jeleń, Erwin Wasowicz","Food Reviews International","14","4","p391 - p426",1998,"10.1080/87559129809541170","3-Nov-09","https://doi.org/10.1080/87559129809541170",NA
"3415","Sclerotinia sclerotiorum","Remote sensing and image analysis in plant pathology","Hans-Eric Nilsson","Canadian Journal of Plant Pathology","17","2","p154 - p166",1995,"10.1080/07060669509500707","29-Dec-09","https://doi.org/10.1080/07060669509500707",NA
"3416","Sclerotinia sclerotiorum","Biological activities of essential oils and lipopeptides applied to control plant pests and diseases: a review","Mustapha Barakate, Khadija Basaid, Rachid Bouharroud, Bouchra Chebli, James N Furze, François Krier, el Hassan Mayad, Timothy Paulitz","International Journal of Pest Management","Latest Articles","Latest Articles","p1 - p23",2020,"10.1080/09670874.2019.1707327","8-Jan-20","https://doi.org/10.1080/09670874.2019.1707327",NA
"3417","Sclerotinia sclerotiorum","Powdery Mildews on Lactuca Species - A Complex View of Host-Pathogen Interactions","M Kitner, E Křístková, A Lebeda, Ľ Majeský, B Mieslerová","Critical Reviews in Plant Sciences","39","1","p44 - p71",2020,"10.1080/07352689.2020.1752439","6-May-20","https://doi.org/10.1080/07352689.2020.1752439",NA
"3418","Sclerotinia sclerotiorum","Index to Volume 77","","Mycologia","77","6","p992 - p1014",1985,"10.1080/00275514.1985.12025195","12-Sep-18","https://doi.org/10.1080/00275514.1985.12025195",NA
"3419","Sclerotinia sclerotiorum","News Items, Notes and Extracts","Albert New OECD Director For Agriculture Simantov","Pest Articles & News Summaries. Section B. Plant Disease Control","13","1","p6 - p28",1967,"10.1080/05331846709432231","1-Sep-09","https://doi.org/10.1080/05331846709432231",NA
"3420","Sclerotinia sclerotiorum","The WRKY Transcription Factor Family in Model Plants and Crops","Hanyang Cai, Fei Chen, Yue Hu, Zhenguo Lin, Alison Mullis, Yuan Qin, Alessandro Vannozzi, Kangcheng Wu, Liangsheng Zhang","Critical Reviews in Plant Sciences","36","6-May","p311 - p335",2017,"10.1080/07352689.2018.1441103","5-Mar-18","https://doi.org/10.1080/07352689.2018.1441103",NA
"3421","Sclerotinia sclerotiorum","Effectiveness of benomyl for control of Sclerotinia minor on lettuce","B T Hawthorne","New Zealand Journal of Experimental Agriculture","7","2","p215 - p219",1979,"10.1080/03015521.1979.10426192","19-Jan-12","https://doi.org/10.1080/03015521.1979.10426192",NA
"3422","Sclerotinia sclerotiorum","2-Alkyl(aryl)-quinazolin-4(3H)-thiones, 2-R-(quinazolin-4(3H)-ylthio)carboxylic acids and amides: synthesis, molecular docking, antimicrobial and anticancer properties","Lyudmyla Antypenko, Natalia Fedyunina, Vitalii Ivchuk, Sergiy Kovalenko, Vladyslav Nikitin, Yulia Posylkina","Journal of Enzyme Inhibition and Medicinal Chemistry","31","2","p253 - p265",2016,"10.3109/14756366.2015.1018243","1-Apr-15","https://doi.org/10.3109/14756366.2015.1018243",NA
"3423","Sclerotinia sclerotiorum","Abstracts, The Canadian Phytopathological Society, annual meeting, Fredericton, New Brunswick, 1998","","Canadian Journal of Plant Pathology","20","3","p331 - p340",1998,"10.1080/07060669809500401","23-Dec-09","https://doi.org/10.1080/07060669809500401",NA
"3424","Sclerotinia sclerotiorum","Effect of Culture Medium on the Production of Oxalic Acid by Sclerotinia Trifoliorum","Paulette E Pierson, L H Rhodes","Mycologia","84","3","p467 - p469",1992,"10.1080/00275514.1992.12026161","29-Aug-18","https://doi.org/10.1080/00275514.1992.12026161",NA
"3425","Sclerotinia sclerotiorum","Some Physical and Chemical Factors on Formation of Sclerotia in Sclerotinia libertiana Fuckel","Susumu Funakawa, Sumiko Marukawa, Yukio Satomura","Agricultural and Biological Chemistry","39","2","p463 - p468",1975,"10.1080/00021369.1975.10861627","9-Sep-14","https://doi.org/10.1080/00021369.1975.10861627",NA
"3426","Sclerotinia sclerotiorum","Enzymatic Degradation of Cell Wall and Related Plant Polysaccharides","M Moo-young, K Venkat, Owen P Ward","Critical Reviews in Biotechnology","8","4","p237 - p274",1989,"10.3109/07388558909148194","21-Oct-08","https://doi.org/10.3109/07388558909148194",NA
"3427","Sclerotinia sclerotiorum","Lipopeptide families at the interface between pathogenic and beneficial Pseudomonas-plant interactions","Léa Girard, Monica Höfte, René de Mot","Critical Reviews in Microbiology","46","4","p397 - p419",2020,"10.1080/1040841x.2020.1794790","4-Sep-20","https://doi.org/10.1080/1040841x.2020.1794790",NA
"3428","Sclerotinia sclerotiorum","Rhizobial Association with Non-Legumes: Mechanisms and Applications","Ijaz Mehboob, Muhammad Naveed, Zahir Ahmad Zahir","Critical Reviews in Plant Sciences","28","6","p432 - p456",2009,"10.1080/07352680903187753","10-Nov-09","https://doi.org/10.1080/07352680903187753",NA
"3429","Sclerotinia sclerotiorum","Organic Amendment Effects on Survival and Incidence of Lettuce Drop Caused by Sclerotinia minor","G M Dal Bello, C I Mónaco, A I Nico, M C Rollán","Biological Agriculture & Horticulture","21","1","p103 - p114",2003,"10.1080/01448765.2003.9755252","24-Apr-12","https://doi.org/10.1080/01448765.2003.9755252",NA
"3430","Sclerotinia sclerotiorum","Flotillins, Erlins, and HIRs: From Animal Base Camp to Plant New Horizons","Michal Daněk, Jan Martinec, Olga Valentová","Critical Reviews in Plant Sciences","35","4","p191 - p214",2016,"10.1080/07352689.2016.1249690","10-Nov-16","https://doi.org/10.1080/07352689.2016.1249690",NA
"3431","Sclerotinia sclerotiorum","CRISPR/Cas-Mediated Genome Editing for the Improvement of Oilseed Crop Productivity","Guanqun Chen, Nora A Foroud, Jocelyn A Ozga, Stacy D Singer, Udaya Subedi","Critical Reviews in Plant Sciences","39","3","p195 - p221",2020,"10.1080/07352689.2020.1782568","13-Jul-20","https://doi.org/10.1080/07352689.2020.1782568",NA
"3432","Sclerotinia sclerotiorum","Classification of the mycoparasite Gliocladium roseum in Clonostachys as C. rosea, its relationship to Bionectria ochroleuca, and notes on other Gliocladium-like fungi","Walter Gams, Gary J Samuels, Hans-Josef Schroers, Keith A Seifert","Mycologia","91","2","p365 - p385",1999,"10.1080/00275514.1999.12061028","4-Jun-19","https://doi.org/10.1080/00275514.1999.12061028",NA
"3433","Sclerotinia sclerotiorum","Factors influencing the development of integrated pest management (IPM) in selected vegetable crops: A review","P J Cameron","New Zealand Journal of Crop and Horticultural Science","35","3","p365 - p384",2007,"10.1080/01140670709510203","19-Feb-10","https://doi.org/10.1080/01140670709510203",NA
"3434","Sclerotinia sclerotiorum","The regulatory mechanism of fungal elicitor-induced secondary metabolite biosynthesis in medical plants","Ling Chen, Ting Han, Min Jia, Lu-ping Qin, Khalid Rahman, Xin Zhai, Cheng-jian Zheng","Critical Reviews in Microbiology","43","2","p238 - p261",2017,"10.1080/1040841x.2016.1201041","10-Dec-16","https://doi.org/10.1080/1040841x.2016.1201041",NA
"3435","Sclerotinia sclerotiorum","A Review of Hybrid Cauliflower Development","Veronique Chable, S R Sharma, Praveen K Singh, S K Tripathi","Journal of New Seeds","6","3-Feb","p151 - p193",2005,"10.1300/j153v06n02_08","24-Sep-08","https://doi.org/10.1300/j153v06n02_08",NA
"3436","Sclerotinia sclerotiorum","Abstracts, The Canadian Phytopathological Society, annual meeting, Winnipeg, Manitoba, July 1997","","Canadian Journal of Plant Pathology","20","1","p120 - p133",1998,"10.1080/07060669809500439","22-Dec-09","https://doi.org/10.1080/07060669809500439",NA
"3437","Sclerotinia sclerotiorum","The Sexual Mechanism of Sclerotinia Gladioli","F L Drayton","Mycologia","26","1","p46 - p72",1934,"10.1080/00275514.1934.12020699","24-Sep-18","https://doi.org/10.1080/00275514.1934.12020699",NA
"3438","Sclerotinia sclerotiorum","Fruiting body and molecular rDNA sampling of fungi in woody debris from logged and unlogged boreal forests in northeastern Ontario","Alison L Fischer, John N Klironomos, Jay R Malcolm, Jean-Marc Moncalvo","Écoscience","19","4","p374 - p390",2012,"10.2980/19-4-3513","3-Dec-15","https://doi.org/10.2980/19-4-3513",NA
"3439","Sclerotinia sclerotiorum","Genetic Diversity in Crop Improvement. The Soybean Experience","T E Jr Carter, Zhanglin Cui, Randall L Nelson, Clay H Sneller","Journal of Crop Improvement","14","2-Jan","p103 - p144",2005,"10.1300/j411v14n01_06","3-Oct-08","https://doi.org/10.1300/j411v14n01_06",NA
"3440","Sclerotinia sclerotiorum","Biotechnology and Crop Improvement","Satbir S Gosal, Manjit S Kang, Shabir H Wani","Journal of Crop Improvement","24","2","p153 - p217",2010,"10.1080/15427520903584555","23-Apr-10","https://doi.org/10.1080/15427520903584555",NA
"3441","Sclerotinia sclerotiorum","The Old World Roccella species outside Europe and Macaronesia: taxonomy, evolution and phylogeny","Damien Ertz, Martin Irestedt, Anders Tehler, Mats Wedin","Systematics and Biodiversity","8","2","p223 - p246",2010,"10.1080/14772001003789554","23-Jun-10","https://doi.org/10.1080/14772001003789554",NA
"3442","Sclerotinia sclerotiorum","Potential molecular mechanisms for fruiting body formation of Cordyceps illustrated in the case of Cordyceps sinensis","Kun Feng, De-jun Hu, Shao-ping Li, Xiao Liang, Dong-jiang Liao, Xin-peng Lu, Zi-yao Mo, Lan-ying Wang, Jing Zhao","Mycology","8","4","p231 - p258",2017,"10.1080/21501203.2017.1365314","30-Aug-17","https://doi.org/10.1080/21501203.2017.1365314",NA
"3443","Sclerotinia sclerotiorum","Emerging Roles and New Paradigms in Signaling Mechanisms of Plant Cryptochromes","Jitendra P Khurana, Sushma Mishra","Critical Reviews in Plant Sciences","36","2","p89 - p115",2017,"10.1080/07352689.2017.1348725","9-Aug-17","https://doi.org/10.1080/07352689.2017.1348725",NA
"3444","Sclerotinia sclerotiorum","Mushroom lectins: Current status and future perspectives","Ranjeeta Bhari, Hemant Preet Kaur, Ram Sarup Singh","Critical Reviews in Biotechnology","30","2","p99 - p126",2010,"10.3109/07388550903365048","20-May-10","https://doi.org/10.3109/07388550903365048",NA
"3445","Sclerotinia sclerotiorum","Ras and Rho small G Proteins: Insights from the Schizophyllum commune genome sequence and comparisons to other fungi","Thomas J Fowler, Stephen J Horton, Elke-Martina Jung, Erika Kothe, Marjatta Raudaskoski","Biotechnology and Genetic Engineering Reviews","28","1","p61 - p100",2012,"10.5661/bger-28-61","15-Apr-13","https://doi.org/10.5661/bger-28-61",NA
"3446","Sclerotinia sclerotiorum","Microbial glucoamylases: characteristics and applications","Pardeep Kumar, T Satyanarayana","Critical Reviews in Biotechnology","29","3","p225 - p255",2009,"10.1080/07388550903136076","27-Aug-09","https://doi.org/10.1080/07388550903136076",NA
"3447","Sclerotinia sclerotiorum","Chlorociboria (Fungi, Helotiales) in New Zealand","P R Johnston, D Park","New Zealand Journal of Botany","43","3","p679 - p719",2005,"10.1080/0028825x.2005.9512985","17-Mar-10","https://doi.org/10.1080/0028825x.2005.9512985",NA
"3448","Sclerotinia sclerotiorum","Genome analysis and genetic enhancement of tomato","Vikrant Gupta, Jitendra P Khurana, Paramjit Khurana, Rahul Kumar, Saloni Mathur, Arun K Sharma, Manoj K Sharma, Amolkumar U Solanke, Akhilesh K Tyagi, Shailendra Vyas","Critical Reviews in Biotechnology","29","2","p152 - p181",2009,"10.1080/07388550802688870","1-Jun-09","https://doi.org/10.1080/07388550802688870",NA
"3449","Sclerotinia sclerotiorum","Monographs of invasive plants in Europe: Carpobrotus","Alicia T R Acosta, Laurence Affre, Rodolfo Barreiro, Giuseppe Brundu, Elise Buisson, Josefina G Campoy, Jaime Fagúndez, Luís González, Margarita Lema, Ana Novoa, Rubén Retuerto, Sergio R Roiloa","Botany Letters","165","4-Mar","p440 - p475",2018,"10.1080/23818107.2018.1487884","15-Aug-18","https://doi.org/10.1080/23818107.2018.1487884",NA
"3450","Sclerotinia sclerotiorum","Agronomic Practices for Improving Gentle Remediation of Trace Element-Contaminated Soils","Valérie Bert, Ioannis Dimitriou, Wolfgang Friesl-Hanl, Rolf Herzig, Petra Kidd, Aliaksandr Kolbas, Michel Mench, Ingo Müller, Silke Neu, Jolien Olga Janssen, Markus Puschenreiter, Giancarlo Renella, Ann Ruttens, Jaco Vangronsveld, Vanessa Álvarez-López","International Journal of Phytoremediation","17","11","p1005 - p1037",2015,"10.1080/15226514.2014.1003788","4-Aug-15","https://doi.org/10.1080/15226514.2014.1003788",NA
"3451","Sclerotinia sclerotiorum","Medicinal halophytes: potent source of health promoting biomolecules with medical, nutraceutical and food applications","Chedly Abdelly, Ahmed Debez, Isoda Hiroko, Inès Jallali, Riadh Ksouri, Wided Megdiche Ksouri, Christian Magné","Critical Reviews in Biotechnology","32","4","p289 - p326",2012,"10.3109/07388551.2011.630647","5-Nov-12","https://doi.org/10.3109/07388551.2011.630647",NA
"3452","Sclerotinia sclerotiorum","Agricologenic Disease. A Review of the Negative Aspects of Agricultural Systems","R D Hodges, A M Scofield","Biological Agriculture & Horticulture","1","4","p269 - p325",1983,"10.1080/01448765.1983.9754406","24-Apr-12","https://doi.org/10.1080/01448765.1983.9754406",NA
"3453","Sclerotinia sclerotiorum","Ten-Year Collective Subject Index, Volumes 1-10","","Clinical Toxicology","10","5","p539 - p585",1977,"10.3109/15563657709104822","25-Sep-08","https://doi.org/10.3109/15563657709104822",NA
"3454","Sclerotinia sclerotiorum","Germin and Germin-like Proteins: Evolution, Structure, and Function","Jim M Dunwell, J George Gibbings, Tariq Mahmood, S M Saqlan Naqvi","Critical Reviews in Plant Sciences","27","5","p342 - p375",2008,"10.1080/07352680802333938","26-Sep-08","https://doi.org/10.1080/07352680802333938",NA
"3455","Sclerotinia sclerotiorum","Broadening the Genetic Base of Soybean: A Multidisciplinary Approach","Gyuhwa Chung, Ram J Singh","Critical Reviews in Plant Sciences","27","5","p295 - p341",2008,"10.1080/07352680802333904","27-Sep-08","https://doi.org/10.1080/07352680802333904",NA
"3456","Sclerotinia sclerotiorum","The use of immunostimulatory substances in fish and shellfish farming","Jan Raa","Reviews in Fisheries Science","4","3","p229 - p288",1996,"10.1080/10641269609388587","23-Dec-08","https://doi.org/10.1080/10641269609388587",NA
"3457","Sclerotinia sclerotiorum","Buckwheat: Structure, composition, and utilization","K Lorenz, Y Pomeranz","C R C Critical Reviews in Food Science and Nutrition","19","3","p213 - p258",1983,"10.1080/10408398309527376","29-Sep-09","https://doi.org/10.1080/10408398309527376",NA
"3458","Sclerotinia sclerotiorum","Naturally Occurring Toxic Alkaloids in Foods","S J Jadhav, D K Salunkhe, Raghubir P Sharma","CRC Critical Reviews in Toxicology","9","1","p21 - p104",1981,"10.3109/10408448109059562","26-Sep-08","https://doi.org/10.3109/10408448109059562",NA
"3459","Sclerotinia sclerotiorum","Selectable Markers and Reporter Genes: A Well Furnished Toolbox for Plant Science and Genetic Engineering","Daniele Rosellini","Critical Reviews in Plant Sciences","31","5","p401 - p453",2012,"10.1080/07352689.2012.683373","27-Sep-12","https://doi.org/10.1080/07352689.2012.683373",NA
"3460","Sclerotinia sclerotiorum","Trichoderma species for biocontrol of soil-borne plant pathogens of pasture species","JG Hampton, EE Jones, DRW Kandula, KL McLean, A Stewart","Biocontrol Science and Technology","25","9","p1052 - p1069",2015,"10.1080/09583157.2015.1028892","5-May-15","https://doi.org/10.1080/09583157.2015.1028892",NA
"3461","Sclerotinia sclerotiorum","Legume Crops Phylogeny and Genetic Diversity for Science and Breeding","Mike J Ambrose, Jens Berger, Naghmeh Besharat, Matthew W Blair, Clarice J Coyne, Stephanie L Greene, Yong Guo, Jinguo Hu, Ying H Li, Nigel Maxted, Matthew N Nelson, Manish K Pandey, Li J Qiu, Robert J Redden, Manish Roorkiwal, Rachit K Saxena, Hanno Schaefer, Petr Smýkal, Cengiz Toker, Rajeev K Varshney, Tomáš Vymyslický, Li X Wang","Critical Reviews in Plant Sciences","34","3-Jan","p43 - p104",2015,"10.1080/07352689.2014.897904","24-Oct-14","https://doi.org/10.1080/07352689.2014.897904",NA
"3462","Sclerotinia sclerotiorum","Sclerotiniaceae I. Generic Nomenclature","K P Dumont, Richard P Korf","Mycologia","63","1","p157 - p168",1971,"10.1080/00275514.1971.12019093","12-Sep-18","https://doi.org/10.1080/00275514.1971.12019093",NA
"3463","Sclerotinia sclerotiorum","An Evidence-Based Systematic Review of Beta-Glucan by the Natural Standard Research Collaboration","Catherine Ulbricht","Journal of Dietary Supplements","11","4","p361 - p475",2014,"10.3109/09286586.2014.975066","25-Nov-14","https://doi.org/10.3109/09286586.2014.975066",NA
"3464","Sclerotinia sclerotiorum","'Puna II' forage chicory (Cichorium intybus L.)","R B Claydon, R G Keogh, W Rumball, R A Skipp","New Zealand Journal of Agricultural Research","46","1","p53 - p55",2003,"10.1080/00288233.2003.9513529","17-Mar-10","https://doi.org/10.1080/00288233.2003.9513529",NA
"3465","Sclerotinia sclerotiorum","Brown Rot of Fruits and Associated Diseases in Australia","T H Harrison","Mycologia","27","3","p302 - p318",1935,"10.1080/00275514.1935.12017079","24-Sep-18","https://doi.org/10.1080/00275514.1935.12017079",NA
"3466","Sclerotinia sclerotiorum","New Records of fungous diseases on plants in New Zealand, 1962-64","Joan M Dingley","New Zealand Journal of Agricultural Research","8","4","p905 - p920",1965,"10.1080/00288233.1965.10423725","16-Jan-12","https://doi.org/10.1080/00288233.1965.10423725",NA
"3467","Sclerotinia sclerotiorum","Studies on Pectolytic Enzymes of Molds. Part I. Survey of Enzyme-producing Microorganisms by Fruit Juice Clarification Part II. On the Pectolytic Activities of Several Molds Part III. General Characteristics of Pectolytic Enzymes Produed by Coniothyrium diplodiella","Akira Endo, Yukichi Miura","Agricultural and Biological Chemistry","25","5","p382 - p400",1961,"10.1080/00021369.1961.10857819","9-Sep-14","https://doi.org/10.1080/00021369.1961.10857819",NA
"3468","Sclerotinia sclerotiorum","ВИДЫ МИЦЕЛИАЛЬНЫХ И ДРОЖЖЕВЫХ ГРИБОВ, ПОДДЕРЖИВАЕМЫХ В КОЛЛЕКЦИЯХ БОЛГАРИИ, ВЬЕТНАМА, МОНГОЛИИ, СССР, ЧЕХОСЛОВАКИИ 1990","","Biotechnology & Biotechnological Equipment","4","6-May","p71 - p94",1990,"10.1080/13102818.1990.10818625","15-Apr-14","https://doi.org/10.1080/13102818.1990.10818625",NA
"3469","Sclerotinia sclerotiorum","In Vivo Electrochemical Biosensors for Reactive Oxygen Species Detection: A Mini-Review","Wei Chen, Qiong-Qiong Ren, Wei Wen, Qin Yang, Yuan-Di Zhao","Analytical Letters","45","3-Feb","p156 - p167",2012,"10.1080/00032719.2011.633185","3-Feb-12","https://doi.org/10.1080/00032719.2011.633185",NA
"3470","Sclerotinia sclerotiorum","Supplement to the Revised List of Plant Diseases in Tanganyika Territory","G B Wallace, M M Wallace","The East African Agricultural Journal","10","1","p47 - p49",1944,"10.1080/03670074.1944.11664406","18-Dec-15","https://doi.org/10.1080/03670074.1944.11664406",NA
"3471","Sclerotinia sclerotiorum","On the Parasites Attacking the Sclerotia of Some Fungi Pathogenic to Higher Plants and on the Resistance of these Sclerotia to their Parasites","Rauha Makkonen, Onni Pohjakallio","Acta Agriculturae Scandinavica","10","3-Feb","p105 - p126",1960,"10.1080/00015126009434141","7-Sep-09","https://doi.org/10.1080/00015126009434141",NA
"3472","Sclerotinia sclerotiorum","On the Parasites of the Sclerotia of Some Fungi","Laura Karhuvaara","Acta Agriculturae Scandinavica","10","3-Feb","p127 - p134",1960,"10.1080/00015126009434142","7-Sep-09","https://doi.org/10.1080/00015126009434142",NA
