"","Keyword","Item.Title","Publication.Title","Book.Series.Title","Journal.Volume","Journal.Issue","Item.DOI","Authors","Publication.Year","URL","Content.Type","Kyeword"
"6207","Sclerotinia soybean","Novel quantitative trait loci for partial resistance to Phytophthora sojae in soybean PI 398841","Theoretical and Applied Genetics",NA,126,"4","10.1007/s00122-013-2040-x","Sungwoo LeeM. A. Rouf MianLeah K. McHaleHehe WangAsela J. WijeratneClay H. SnellerAnne E. Dorrance",2013,"http://link.springer.com/article/10.1007/s00122-013-2040-x","Article",NA
"6208","Sclerotinia soybean","Genome-wide annotation of the soybean WRKY family and functional characterization of genes involved in response to Phakopsora pachyrhiziinfection","BMC Plant Biology",NA,14,"1","10.1186/s12870-014-0236-0","Marta Bencke-MalatoCaroline CabreiraBeatriz Wiebke-StrohmLauro Bücker-NetoEstefania ManciniMarina B OsorioMilena S HomrichAndreia Carina Turchetto-ZoletMayra CCG De CarvalhoRenata StolfRicardo LM WeberGastón WestergaardAtílio P CastagnaroRicardo V AbdelnoorFrancismar C Marcelino-GuimarãesMárcia Margis-Pinheiro",2014,"http://link.springer.com/article/10.1186/s12870-014-0236-0","Article",NA
"6209","Sclerotinia soybean","Crop rotation and tillage systems as a proactive strategy in the control of peanut fungal soilborne diseases","BioControl",NA,53,"4","10.1007/s10526-007-9105-1","Silvina Vargas GilJosé M. MerilesRicardo HaroCristiano CasiniGuillermo J. March",2008,"http://link.springer.com/article/10.1007/s10526-007-9105-1","Article",NA
"6210","Sclerotinia soybean","Joint linkage QTL analyses for partial resistance to Phytophthora sojae in soybean using six nested inbred populations with heterogeneous conditions","Theoretical and Applied Genetics",NA,127,"2","10.1007/s00122-013-2229-z","Sungwoo LeeM. A. Rouf MianClay H. SnellerHehe WangAnne E. DorranceLeah K. McHale",2014,"http://link.springer.com/article/10.1007/s00122-013-2229-z","Article",NA
"6211","Sclerotinia soybean","Pectin-degrading enzymes and plant-parasite interactions","European Journal of Plant Pathology",NA,101,"4","10.1007/BF01874850","Paolo AlghisiFrancesco Favaron",1995,"http://link.springer.com/article/10.1007/BF01874850","Article",NA
"6212","Sclerotinia soybean","Biotechnology approaches to overcome biotic and abiotic stress constraints in legumes","Euphytica",NA,147,"2-Jan","10.1007/s10681-006-6156-9","Miguel A. DitaNicolas RispailElena PratsDiego RubialesKaram B. Singh",2006,"http://link.springer.com/article/10.1007/s10681-006-6156-9","Article",NA
"6213","Sclerotinia soybean","A mitovirus isolated from the phytopathogenic fungus Alternaria brassicicola","Archives of Virology",NA,162,"9","10.1007/s00705-017-3371-8","Yi ChenHong Hong ShangHong Qi YangBi Da GaoJie Zhong",2017,"http://link.springer.com/article/10.1007/s00705-017-3371-8","Article",NA
"6214","Sclerotinia soybean","A halo-producing strain of Pseudomonas glycinea in Australia","Australian Plant Pathology Society Newsletter",NA,5,"1","10.1071/APP9760005","Melda L. Moffett",1976,"http://link.springer.com/article/10.1071/APP9760005","Article",NA
"6215","Sclerotinia soybean","Oxalate oxidase: a novel reporter gene for monocot and dicot transformations","Molecular Breeding",NA,13,"1","10.1023/B:MOLB.0000012877.45556.09","John SimmondsLeslie CassElizabeth RoutlyKeith HubbardPauline DonaldsonBonnie BancroftAndrea DavidsonSheryl HubbardDaina Simmonds",2004,"http://link.springer.com/article/10.1023/B%3AMOLB.0000012877.45556.09","Article",NA
"6216","Sclerotinia soybean","Biocontrol and PGPR Features in Native Strains Isolated from Saline Soils of Argentina","Current Microbiology",NA,55,"4","10.1007/s00284-006-0654-9","Analía PríncipeFlorencia AlvarezMarina G. CastroLucía ZachiSonia E. FischerGladys B. MoriEdgardo Jofré",2007,"http://link.springer.com/article/10.1007/s00284-006-0654-9","Article",NA
"6217","Sclerotinia soybean","Framework Development in Plant Disease Risk Assessment and its Application","European Journal of Plant Pathology",NA,115,"1","10.1007/s10658-005-4513-5","X. B. Yang",2006,"http://link.springer.com/article/10.1007/s10658-005-4513-5","Article",NA
"6218","Sclerotinia soybean","Multiple virus infection in a single strain of Fusarium poae shown by deep sequencing","Virus Genes",NA,52,"6","10.1007/s11262-016-1379-x","Hideki OsakiAtsuko SasakiKoji NomiyamaKeisuke Tomioka",2016,"http://link.springer.com/article/10.1007/s11262-016-1379-x","Article",NA
"6219","Sclerotinia soybean","Risks and benefits of soil amendment with composts in relation to plant pathogens","Australasian Plant Pathology",NA,40,"2","10.1007/s13313-010-0025-7","R. Noble",2011,"http://link.springer.com/article/10.1007/s13313-010-0025-7","Article",NA
"6220","Sclerotinia soybean","Taxonomy of the order Mononegavirales: second update 2018","Archives of Virology",NA,164,"4","10.1007/s00705-018-04126-4","Piet MaesGaya K. AmarasingheMaría A. AyllónChristopher F. BaslerSina BavariKim R. BlasdellThomas BriesePaul A. BrownAlexander BukreyevAnne Balkema-BuschmannUrsula J. BuchholzKartik ChandranIan CrozierRik L. de SwartRalf G. DietzgenOlga Dolnik",2019,"http://link.springer.com/article/10.1007/s00705-018-04126-4","Article",NA
"6221","Sclerotinia soybean","Infection of Colletotrichum acutatum and Phytophthora infestans by taxonomically different plant viruses","European Journal of Plant Pathology",NA,153,"4","10.1007/s10658-018-01615-9","T. MasciaA. VučurovićS. A. MinutilloF. NigroR. LabarileM. A. SavoiaP. PalukaitisD. Gallitelli",2019,"http://link.springer.com/article/10.1007/s10658-018-01615-9","Article",NA
"6222","Sclerotinia soybean","Next generation sequencing analysis of double-stranded RNAs from sweet cherry powdery mildew fungus Podosphaera prunicola","Journal of Plant Pathology",NA,100,"3","10.1007/s42161-018-0092-0","Binod PandeyRayapati A. NaiduGary G. Grove",2018,"http://link.springer.com/article/10.1007/s42161-018-0092-0","Article",NA
"6223","Sclerotinia soybean","Application of biotechnology in breeding lentil for resistance to biotic and abiotic stress","Euphytica",NA,147,"2-Jan","10.1007/s10681-006-7108-0","Frederick J. MuehlbauerSeungho ChoAshutosh SarkerKevin E. McPheeClarice J. CoyneP. N. RajeshRebecca Ford",2006,"http://link.springer.com/article/10.1007/s10681-006-7108-0","Article",NA
"6224","Sclerotinia soybean","Isolation, characterization, and bioactivity of endophytic fungi of Tylophora indica","World Journal of Microbiology and Biotechnology",NA,27,"3","10.1007/s11274-010-0492-6","Susheel KumarNutan KaushikRuangelie Edrada-EbelRainer EbelPeter Proksch",2011,"http://link.springer.com/article/10.1007/s11274-010-0492-6","Article",NA
"6225","Sclerotinia soybean","Genomoviridae: a new family of widespread single-stranded DNA viruses","Archives of Virology",NA,161,"9","10.1007/s00705-016-2943-3","Mart KrupovicSaid A. GhabrialDaohong JiangArvind Varsani",2016,"http://link.springer.com/article/10.1007/s00705-016-2943-3","Article",NA
"6226","Sclerotinia soybean","The proline-rich, extensin-like receptor kinase-1 (PERK1) gene is rapidly induced by wounding","Plant Molecular Biology",NA,50,"5-Apr","10.1023/A:1019951120788","Nancy F. SilvaDaphne R. Goring",2002,"http://link.springer.com/article/10.1023/A%3A1019951120788","Article",NA
"6227","Sclerotinia soybean","The complete genome sequence of a novel Fusarium graminearum RNA virus in a new proposed family within the order Tymovirales","Archives of Virology",NA,161,"10","10.1007/s00705-016-2961-1","Xiaoguang ChenHao HeXiufen YangHongmei ZengDewen QiuLihua Guo",2016,"http://link.springer.com/article/10.1007/s00705-016-2961-1","Article",NA
"6228","Sclerotinia soybean","Identification of phospholipase D genes in Brassica napus and their transcription after phytohormone treatment and pathogen infection","Biologia Plantarum",NA,59,"3","10.1007/s10535-015-0513-2","M. JandaL. JežkováM. NovákováO. ValentováL. BurketováV. Šašek",2015,"http://link.springer.com/article/10.1007/s10535-015-0513-2","Article",NA
"6229","Sclerotinia soybean","Oligosaccharins: structures and signal transduction","Plant Molecular Biology",NA,26,"5","10.1007/BF00016481","François CôtéMichael G. Hahn",1994,"http://link.springer.com/article/10.1007/BF00016481","Article",NA
"6230","Sclerotinia soybean","Glasshouse-specific occurrence of basal rot pathogens and the seasonal shift of Rhizoctonia solani anastomosis groups in lettuce","European Journal of Plant Pathology",NA,155,"3","10.1007/s10658-019-01816-w","Jolien ClaerboutAn DecombelAnneleen VolckaertSofie VennemanIsabel VandeveldePeter BleyaertJenny NeukermansNicole ViaeneMonica Höfte",2019,"http://link.springer.com/article/10.1007/s10658-019-01816-w","Article",NA
"6231","Sclerotinia soybean","Advances in breeding and biotechnology of legume crops","Plant Cell, Tissue and Organ Culture (PCTOC)",NA,127,"3","10.1007/s11240-016-1106-2","Cristián JacobBasilio CarrascoAndrés R. Schwember",2016,"http://link.springer.com/article/10.1007/s11240-016-1106-2","Article",NA
"6232","Sclerotinia soybean","Environmental risks of genetic engineering","Euphytica",NA,148,"2-Jan","10.1007/s10681-006-5940-x","E. Ann Clark",2006,"http://link.springer.com/article/10.1007/s10681-006-5940-x","Article",NA
"6233","Sclerotinia soybean","Genetically modified plants and plant protection problems: Progress and estimation of potential risks","Cytology and Genetics",NA,46,"4","10.3103/S0095452712040081","N. O. KozubL. A. PilipenkoI. O. SozinovYa. B. BlumeO. O. Sozinov",2012,"http://link.springer.com/article/10.3103/S0095452712040081","Article",NA
"6234","Sclerotinia soybean","Cloning of molecular markers for disease resistance in sunflower, Helianthus annuus L.","Theoretical and Applied Genetics",NA,96,"4-Mar","10.1007/s001220050769","L. GentzbittelS. MouzeyarS. BadaouiE. MestriesF. VearD. Tourvieille De LabrouheP. Nicolas",1998,"http://link.springer.com/article/10.1007/s001220050769","Article",NA
"6235","Sclerotinia soybean","Identification of a novel mycovirus isolated from Rhizoctonia solani (AG 2-2 IV) provides further information about genome plasticity within the order Tymovirales","Archives of Virology",NA,162,"2","10.1007/s00705-016-3085-3","Anika BartholomäusDaniel WibbergAnika WinklerAlfred PühlerAndreas SchlüterMark Varrelmann",2017,"http://link.springer.com/article/10.1007/s00705-016-3085-3","Article",NA
"6236","Sclerotinia soybean","Fine mapping and identification of candidate genes controlling the resistance to southern root-knot nematode in PI 96354","Theoretical and Applied Genetics",NA,126,"7","10.1007/s00122-013-2095-8","Anh-Tung PhamKaitlin McNallyHussein Abdel-HaleemH. Roger BoermaZenglu Li",2013,"http://link.springer.com/article/10.1007/s00122-013-2095-8","Article",NA
"6237","Sclerotinia soybean","Toronto annual meeting","Journal of the American Oil Chemists’ Society",NA,59,"4","10.1007/BF02680293","",1982,"http://link.springer.com/article/10.1007/BF02680293","Article",NA
"6238","Sclerotinia soybean","Ratification vote on taxonomic proposals to the International Committee on Taxonomy of Viruses (2016)","Archives of Virology",NA,161,"10","10.1007/s00705-016-2977-6","Michael J. AdamsElliot J. LefkowitzAndrew M. Q. KingBalázs HarrachRobert L. HarrisonNick J. KnowlesAndrew M. KropinskiMart KrupovicJens H. KuhnArcady R. MushegianMax NibertSead SabanadzovicHélène SanfaçonStuart G. SiddellPeter SimmondsArvind Varsani",2016,"http://link.springer.com/article/10.1007/s00705-016-2977-6","Article",NA
"6239","Sclerotinia soybean","A note on the bioassay of treated barley seed","Australian Plant Pathology Society Newsletter",NA,7,"4","10.1071/APP9780041","J. G. Hampton",1978,"http://link.springer.com/article/10.1071/APP9780041","Article",NA
"6240","Sclerotinia soybean","The role of rhizosphere bacteria in herbicide-mediated increase in Rhizoctonia solani-induced cotton seedling damping-off","Plant and Soil",NA,257,"2","10.1023/A:1027330215553","A. HeydariI. J. Misaghi",2003,"http://link.springer.com/article/10.1023/A%3A1027330215553","Article",NA
"6241","Sclerotinia soybean","2020 taxonomic update for phylum Negarnaviricota (Riboviria: Orthornavirae), including the large orders Bunyavirales and Mononegavirales","Archives of Virology",NA,165,"12","10.1007/s00705-020-04731-2","Jens H. KuhnScott AdkinsDaniela AliotoSergey V. AlkhovskyGaya K. AmarasingheSimon J. AnthonyTatjana Avšič-ŽupancMaría A. AyllónJustin BahlAnne Balkema-BuschmannMatthew J. BallingerTomáš BartoničkaChristopher BaslerSina BavariMartin BeerDennis A. Bente",2020,"http://link.springer.com/article/10.1007/s00705-020-04731-2","Article",NA
"6242","Sclerotinia soybean","First detection of a SDH variant with reduced SDHI sensitivity in Phakopsora pachyrhizi","Journal of Plant Diseases and Protection",NA,125,"1","10.1007/s41348-017-0117-5","Kelly SimõesAngelika HawlikAlexandra RehfusFernando GavaGerd Stammler",2018,"http://link.springer.com/article/10.1007/s41348-017-0117-5","Article",NA
"6243","Sclerotinia soybean","Production of disease-free seed","The Botanical Review",NA,27,"4","10.1007/BF02860103","Theodore P. Dykstra",1961,"http://link.springer.com/article/10.1007/BF02860103","Article",NA
"6244","Sclerotinia soybean","Control of plant diseases by crop rotation","The Botanical Review",NA,29,"4","10.1007/BF02860813","Elroy A. Curl",1963,"http://link.springer.com/article/10.1007/BF02860813","Article",NA
"6245","Sclerotinia soybean","Survival of microbial plant pathogens in soil","The Botanical Review",NA,29,"1","10.1007/BF02860819","J. D. Menzies",1963,"http://link.springer.com/article/10.1007/BF02860819","Article",NA
"6246","Sclerotinia soybean","Biological control using invertebrates and microorganisms: plenty of new opportunities","BioControl",NA,63,"1","10.1007/s10526-017-9801-4","Joop C. van LenterenKarel BolckmansJürgen KöhlWillem J. RavensbergAlberto Urbaneja",2018,"http://link.springer.com/article/10.1007/s10526-017-9801-4","Article",NA
"6247","Sclerotinia soybean","Rhamnolipids and siderophores from Pseudomonas protegens strain BNJ-SS-45 isolated from wheat rhizosphere","Environmental Sustainability",NA,3,"2","10.1007/s42398-020-00108-y","Apekcha BajpaiBijender SinghBhavdish Narain Johri",2020,"http://link.springer.com/article/10.1007/s42398-020-00108-y","Article",NA
"6248","Sclerotinia soybean","Endophytic Bacteria Improve Seedling Growth of Sunflower Under Water Stress, Produce Salicylic Acid, and Inhibit Growth of Pathogenic Fungi","Current Microbiology",NA,61,"6","10.1007/s00284-010-9642-1","Gabriela ForchettiOscar MasciarelliMaría J. IzaguirreSergio AlemanoDaniel AlvarezGuillermina Abdala",2010,"http://link.springer.com/article/10.1007/s00284-010-9642-1","Article",NA
"6249","Sclerotinia soybean","Generation of white mold disease-resistant sunflower plants expressing human lysozyme gene","Biologia Plantarum",NA,50,"4","10.1007/s10535-006-0106-1","W. SawahelA. Hagran",2006,"http://link.springer.com/article/10.1007/s10535-006-0106-1","Article",NA
"6250","Sclerotinia soybean","The development and use of microsatellite markers for genetic analysis and plant breeding with emphasis on bread wheat","Euphytica",NA,113,"3","10.1023/A:1003910819967","P.K. GuptaR.K. Varshney",2000,"http://link.springer.com/article/10.1023/A%3A1003910819967","Article",NA
"6251","Sclerotinia soybean","Molecular characterization of a novel ssRNA ourmia-like virus from the rice blast fungus Magnaporthe oryzae","Archives of Virology",NA,162,"3","10.1007/s00705-016-3144-9","Adriana IllanaMarco MarconiJulio Rodríguez-RomeroPing XuTamas DalmayMark D. WilkinsonMaria Ángeles AyllónAne Sesma",2017,"http://link.springer.com/article/10.1007/s00705-016-3144-9","Article",NA
"6252","Sclerotinia soybean","Molecular characterization of a novel mitovirus from the plant‑pathogenic fungus Botryosphaeria dothidea","Archives of Virology",NA,NA,"","10.1007/s00705-020-04886-y","Hong LiuMiao LiuHongjian ZhuJie ZhongXiaolan LiaoQian Zhou",2020,"http://link.springer.com/article/10.1007/s00705-020-04886-y","Article",NA
"6253","Sclerotinia soybean","Potato soil-borne diseases. A review","Agronomy for Sustainable Development",NA,32,"1","10.1007/s13593-011-0035-z","Marie FiersVéronique Edel-HermannCatherine ChatotYves Le HingratClaude AlabouvetteChristian Steinberg",2012,"http://link.springer.com/article/10.1007/s13593-011-0035-z","Article",NA
"6254","Sclerotinia soybean","Genetic diversity of endophytic fungi from Coffea arabica cv. IAPAR-59 in organic crops","Annals of Microbiology",NA,66,"2","10.1007/s13213-015-1168-0","Vagner Alexandre BongiornoSandro Augusto RhodenAdriana GarciaJulio Cesar PolonioJoão Lúcio AzevedoJosé Odair PereiraJoão Alencar Pamphile",2016,"http://link.springer.com/article/10.1007/s13213-015-1168-0","Article",NA
"6255","Sclerotinia soybean","Biochemical modification of fats by microorganisms: A preliminary survey","Journal of the American Oil Chemists Society",NA,64,"4","10.1007/BF02636384","S. KoritalaC. W. HesseltineE. H. PrydeT. L. Mounts",1987,"http://link.springer.com/article/10.1007/BF02636384","Article",NA
"6256","Sclerotinia soybean","Taxonomy of the order Mononegavirales: update 2019","Archives of Virology",NA,164,"7","10.1007/s00705-019-04247-4","Gaya K. AmarasingheMaría A. AyllónYīmíng BàoChristopher F. BaslerSina BavariKim R. BlasdellThomas BriesePaul A. BrownAlexander BukreyevAnne Balkema-BuschmannUrsula J. BuchholzCamila Chabi-JesusKartik ChandranChiara ChiapponiIan CrozierRik L. de Swart",2019,"http://link.springer.com/article/10.1007/s00705-019-04247-4","Article",NA
"6257","Sclerotinia soybean","Oilseed quality requirements for processing","Journal of the American Oil Chemists’ Society",NA,60,"2","10.1007/BF02543512","J. R. Pritchard",1983,"http://link.springer.com/article/10.1007/BF02543512","Article",NA
"6258","Sclerotinia soybean","Solid-state fermentation technology and innovation for the production of agricultural and animal feed bioproducts","Systems Microbiology and Biomanufacturing",NA,NA,"","10.1007/s43393-020-00015-7","Luciana P. S. VandenbergheAshok PandeyJúlio C. CarvalhoLuiz A. J. LettiAdenise L. WoiciechowskiSusan G. KarpVanete Thomaz-SoccolWalter J. Martínez-BurgosRafaela O. PenhaLeonardo W. HerrmannAmanda O. RodriguesCarlos R. Soccol",2020,"http://link.springer.com/article/10.1007/s43393-020-00015-7","Article",NA
"6259","Sclerotinia soybean","Recent advancement in modern genomic tools for adaptation of Lablab purpureus L to biotic and abiotic stresses: present mechanisms and future adaptations","Acta Physiologiae Plantarum",NA,40,"9","10.1007/s11738-018-2740-6","Krishna Kumar RaiNagendra RaiShashi Pandey Rai",2018,"http://link.springer.com/article/10.1007/s11738-018-2740-6","Article",NA
"6260","Sclerotinia soybean","Recent advances in molecular marker techniques: Insight into QTL mapping, GWAS and genomic selection in plants","Journal of Crop Science and Biotechnology",NA,18,"5","10.1007/s12892-015-0037-5","Sajad Majeed ZargarBodo RaatzHumira SonahMuslimaNazirJavid A. BhatZahoor Ahmad DarGanesh Kumar AgrawalRandeep Rakwal",2015,"http://link.springer.com/article/10.1007/s12892-015-0037-5","Article",NA
"6261","Sclerotinia soybean","Survival of native Pseudomonas in soil and wheat rhizosphere and antagonist activity against plant pathogenic fungi","Antonie van Leeuwenhoek",NA,97,"3","10.1007/s10482-009-9405-9","Sonia E. FischerEdgardo C. JofréPaula V. CorderoFrancisco J. Gutiérrez MañeroGladys B. Mori",2010,"http://link.springer.com/article/10.1007/s10482-009-9405-9","Article",NA
"6262","Sclerotinia soybean","Identification of antifungal principle in the solvent extract of an endophytic fungus Chaetomium globosum from Withania somnifera","SpringerPlus",NA,2,"1","10.1186/2193-1801-2-37","Susheel KumarNutan KaushikPeter Proksch",2013,"http://link.springer.com/article/10.1186/2193-1801-2-37","Article",NA
"6263","Sclerotinia soybean","Sunflower germin-like protein HaGLP1 promotes ROS accumulation and enhances protection against fungal pathogens in transgenic Arabidopsis thaliana","Plant Cell Reports",NA,34,"10","10.1007/s00299-015-1819-4","V. C. BeracocheaN. I. AlmasiaL. PeluffoV. NahirñakE. H. HoppN. PaniegoR. A. HeinzC. Vazquez-RovereV. V. Lia",2015,"http://link.springer.com/article/10.1007/s00299-015-1819-4","Article",NA
"6264","Sclerotinia soybean","Mapping candidate QTLs related to plant persistency in red clover","Theoretical and Applied Genetics",NA,120,"6","10.1007/s00122-009-1253-5","Irina KlimenkoNadejda RazgulayevaMitsuru GauKenji OkumuraAkihiro NakayaSatoshi TabataNicolay N. KozlovSachiko Isobe",2010,"http://link.springer.com/article/10.1007/s00122-009-1253-5","Article",NA
"6265","Sclerotinia soybean","Functional characterization of germin and germin-like protein genes in various plant species using transgenic approaches","Biotechnology Letters",NA,38,"9","10.1007/s10529-016-2129-9","Muhammad IlyasAwais RasheedTariq Mahmood",2016,"http://link.springer.com/article/10.1007/s10529-016-2129-9","Article",NA
"6266","Sclerotinia soybean","Grain legume decline and potential recovery in European agriculture: a review","Agronomy for Sustainable Development",NA,36,"2","10.1007/s13593-016-0365-y","Peter ZanderT. S. Amjath-BabuSara PreisselMoritz RecklingAndrea BuesNicole SchläfkeTom KuhlmanJohann BachingerSandra UthesFred StoddardDonal Murphy-BokernChristine Watson",2016,"http://link.springer.com/article/10.1007/s13593-016-0365-y","Article",NA
"6267","Sclerotinia soybean","Interactions of plant growth-promoting rhizobacteria and soil factors in two leguminous plants","Applied Microbiology and Biotechnology",NA,101,"23 - 24","10.1007/s00253-017-8550-8","Xiao XiaoMiaochun FanEntao WangWeimin ChenGehong Wei",2017,"http://link.springer.com/article/10.1007/s00253-017-8550-8","Article",NA
"6268","Sclerotinia soybean","Studies on the Production of Broad Spectrum Antimicrobial Compound Polypeptide (Actinomycins) and Lipopeptide (Fengycin) from Streptomyces sp. K-R1 Associated with Root of Abutilon indicum against Multidrug Resistant Human Pathogens","International Journal of Peptide Research and Therapeutics",NA,25,"2","10.1007/s10989-018-9727-4","Sandhya ChandrakarAshwini Kumar Gupta",2019,"http://link.springer.com/article/10.1007/s10989-018-9727-4","Article",NA
"6269","Sclerotinia soybean","Arsenal of plant cell wall degrading enzymes reflects host preference among plant pathogenic fungi","Biotechnology for Biofuels",NA,4,"1","10.1186/1754-6834-4-4","Brian C KingKatrina D WaxmanNicholas V NenniLarry P WalkerGary C BergstromDonna M Gibson",2011,"http://link.springer.com/article/10.1186/1754-6834-4-4","Article",NA
"6270","Sclerotinia soybean","Characterization of expressed Pgip genes in rice and wheat reveals similar extent of sequence variation to dicot PGIPs and identifies an active PGIP lacking an entire LRR repeat","Theoretical and Applied Genetics",NA,113,"7","10.1007/s00122-006-0378-z","Michela JanniMichela Di GiovanniSerena RobertiCristina CapodicasaRenato D’Ovidio",2006,"http://link.springer.com/article/10.1007/s00122-006-0378-z","Article",NA
"6271","Sclerotinia soybean","Major sclerotial polypeptides of psychrophilic pathogenic fungi: Intracellular localization and antigenic relatedness","Protoplasma",NA,147,"3-Feb","10.1007/BF01403344","W. Jay NewstedN. P. A. Huner",1988,"http://link.springer.com/article/10.1007/BF01403344","Article",NA
"6272","Sclerotinia soybean","Breeding for biotic stress resistance in chickpea: progress and prospects","Euphytica",NA,204,"2","10.1007/s10681-015-1462-8","Haobing LiMatthew RoddaAnnathurai GnanasambandamMohammad AftabRobert ReddenKristy HobsonGarry RosewarneMichael MaterneSukhjiwan KaurAnthony T. Slater",2015,"http://link.springer.com/article/10.1007/s10681-015-1462-8","Article",NA
"6273","Sclerotinia soybean","Comparative biochemical and structural characterizations of fungal polygalacturonases","Biologia",NA,63,"1","10.2478/s11756-008-0018-y","Suryakant K. Niture",2008,"http://link.springer.com/article/10.2478/s11756-008-0018-y","Article",NA
"6274","Sclerotinia soybean","Antioxidant Systems in Sunflower as Affected by Oxalic Acid","Biologia Plantarum",NA,48,"2","10.1023/B:BIOP.0000033451.96311.18","Dj. MalenčićD. VasićM. PopovićD. Dević",2004,"http://link.springer.com/article/10.1023/B%3ABIOP.0000033451.96311.18","Article",NA
"6275","Sclerotinia soybean","Catalog of Micro-Tom tomato responses to common fungal, bacterial, and viral pathogens","Journal of General Plant Pathology",NA,71,"1","10.1007/s10327-004-0168-x","Hideki TakahashiAyano ShimizuTsutomu ArieSyofi RosmalawatiSumire FukushimaMari KikuchiYasufumi HikichiAyami KandaAkiko TakahashiAkinori KibaKohei OhnishiYuki IchinoseFumiko TaguchiChihiro YasudaMotoichiro KodamaMayumi Egusa",2005,"http://link.springer.com/article/10.1007/s10327-004-0168-x","Article",NA
"6276","Sclerotinia soybean","Recent developments in seed technology","The Botanical Review",NA,15,"5","10.1007/BF02861694","R. H. Porter",1949,"http://link.springer.com/article/10.1007/BF02861694","Article",NA
"6277","Sclerotinia soybean","Ypt1 Gene-Based Detection of Phytophthora Sojae in a Loop-Mediated Isothermal Amplification Assay","Journal of Plant Diseases and Protection",NA,122,"2","10.1007/BF03356533","Wei ZhaoTao WangRende Qi",2015,"http://link.springer.com/article/10.1007/BF03356533","Article",NA
"6278","Sclerotinia soybean","Studies on spore forms of Septoria tritici from New South Wales","Australian Plant Pathology Society Newsletter",NA,5,"3","10.1071/APP9760033a","K. M. Harrower",1976,"http://link.springer.com/article/10.1071/APP9760033a","Article",NA
"6279","Sclerotinia soybean","Liste risikobewerteter Spender- und Empfängerorganismen für gentechnische Arbeiten
Bekanntmachung nach § 5 Absatz 6 Gentechnik-Sicherheitsverordnung in der Fassung der Bekanntmachung vom 14.3.1995 (BGBl. I S. 297)","Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz",NA,44,"3","10.1007/s001030050440","",2001,"http://link.springer.com/article/10.1007/s001030050440","Article",NA
"6280","Sclerotinia soybean","Expressed sequence tags-based identification of genes in a biocontrol strain Trichoderma asperellum","Molecular Biology Reports",NA,37,"8","10.1007/s11033-010-0019-0","Zhihua LiuXiaoxue YangDongmei SunJinzhu SongGang ChenOlivia JubaQian Yang",2010,"http://link.springer.com/article/10.1007/s11033-010-0019-0","Article",NA
"6281","Sclerotinia soybean","Host Traits Influencing Severity of White Mold of Potatoes in a Rainfed Environment","American Journal of Potato Research",NA,90,"4","10.1007/s12230-013-9327-y","Andrew B. PlantDavid H. Lambert",2013,"http://link.springer.com/article/10.1007/s12230-013-9327-y","Article",NA
"6282","Sclerotinia soybean","Biology and management of two important Conyza weeds: a global review","Environmental Science and Pollution Research",NA,23,"24","10.1007/s11356-016-7794-7","Ali Ahsan BajwaSehrish SadiaHafiz Haider AliKhawar JabranArslan Masood PeerzadaBhagirath Singh Chauhan",2016,"http://link.springer.com/article/10.1007/s11356-016-7794-7","Article",NA
"6283","Sclerotinia soybean","Regulation of phytoalexin biosynthesis for agriculture and human health","Phytochemistry Reviews",NA,NA,"","10.1007/s11101-020-09691-8","Sajjad AhmedNik Kovinich",2020,"http://link.springer.com/article/10.1007/s11101-020-09691-8","Article",NA
"6284","Sclerotinia soybean","Nyamiviridae: Proposal for a new family in the order Mononegavirales","Archives of Virology",NA,158,"10","10.1007/s00705-013-1674-y","Jens H. KuhnSadia BekalYíngyún CaìAnna N. ClawsonLeslie L. DomierMarieke HerrelPeter B. JahrlingHideki KondoKris N. LambertKathie A. MihindukulasuriyaNorbert NowotnySheli R. RadoshitzkyUrs SchneiderPeter StaeheliNobuhiro SuzukiRobert B. Tesh",2013,"http://link.springer.com/article/10.1007/s00705-013-1674-y","Article",NA
"6285","Sclerotinia soybean","Nanomaterials: new weapons in a crusade against phytopathogens","Applied Microbiology and Biotechnology",NA,104,"4","10.1007/s00253-019-10334-y","Jyutika M. RajwadeR. G. ChikteK. M. Paknikar",2020,"http://link.springer.com/article/10.1007/s00253-019-10334-y","Article",NA
"6286","Sclerotinia soybean","Cloning, Heterologous Expression, and Functional Characterization of a Chitinase Gene, Lbchi32, from Limonium bicolor","Biochemical Genetics",NA,48,"8-Jul","10.1007/s10528-010-9348-x","Zhi Hua LiuChuan Ping YangXiao Tian QiLi Li XiuYu Cheng Wang",2010,"http://link.springer.com/article/10.1007/s10528-010-9348-x","Article",NA
"6287","Sclerotinia soybean","Culture conditions that influence accumulation of zwittermicin A by Bacillus cereus UW85","Applied Microbiology and Biotechnology",NA,43,"4","10.1007/BF00164774","J. L. MilnerS. J. RaffelB. J. LethbridgeJ. Handelsman",1995,"http://link.springer.com/article/10.1007/BF00164774","Article",NA
"6288","Sclerotinia soybean","Crop rotation and fallowing in relation to tobacco disease control","The Botanical Review",NA,26,"2","10.1007/BF02860531","Randall R. Kincaid",1960,"http://link.springer.com/article/10.1007/BF02860531","Article",NA
